Timestamp (ms),Timestamp,Speaker,Transcript,Showing （1/0）,Showing referent,Pointing (1/0),Pointing referent,Noun (1/0),Noun label 1,Noun label 2 ,Noun label 3,Noun label 4,Noun label 5,Pronoun (1/0),Pronoun label 1,Pronoun label 2,Pronoun label 3,Pronoun label 4,Pronoun label 5,Pronoun label 6,Pronoun label 7,1_Pronoun_determiner (1/0),2_Pronoun_replacement (1/0),Pronoun Referent 1,Pronoun Referent 2,Pronoun Referent 3,Pronoun referent 4,Pronoun referent 5,Pronoun referent 6,Pronoun referent 7,Noun & Pronoun in the same utterance (1/0),Whether refer to the same object (1/0),Type of Play,exclude,reason_for_exclusion,general comments,Nouns_Spacy,Pronoun_Spacy,,
6585528,01:49:45.528,m,you are my Usher bug,0,,0,,2,usher,bug,,,,2,you,my,,,,,,1,1,child,child,,,,,,1,1,,,,,1,2,,
6591138,01:49:51.138,m,look at this,1,rollballdownleg,0,,0,,,,,,1,this,,,,,,,0,1,rollballdownleg,,,,,,,0,0,,,,,0,1,,
6591920,01:49:51.920,m,Usher,0,,0,,1,usher,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6592736,01:49:52.736,m,whooh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6596340,01:49:56.340,m,mmhm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6607900,01:50:07.900,m,Mommy has it?,0,,0,,1,mommy,,,,,1,it,,,,,,,0,1,scarf,,,,,,,1,0,,,,,0,1,,
6609192,01:50:09.192,m,like this?,0,,0,,0,,,,,,1,this,,,,,,,0,1,scarf,,,,,,,0,0,,,,,0,1,,
6611334,01:50:11.334,m,or you want me to put it on Usher?,0,,0,,1,usher,,,,,3,you,me,it,,,,,0,3,child,mother,scarf,,,,,1,1,,,,,0,3,,
6616944,01:50:16.944,m,wrap,0,,0,,1,wrap,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6617556,01:50:17.556,m,wrap you up,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
6642376,01:50:42.376,m,are you gonna sit on there?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
6646422,01:50:46.422,m,mmhm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6647510,01:50:47.510,m,mm your eyes sad,0,,0,,1,eyes,,,,,1,your,,,,,,,1,0,childseyes,,,,,,,1,1,,,,,1,1,,
6656792,01:50:56.792,m,tissues,0,,0,,1,tissues,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6666040,01:51:06.40,m,a little bunch of tissues,0,,0,,1,tissues,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
6676682,01:51:16.682,m,oh Usher,0,,0,,1,usher,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6677600,01:51:17.600,m,xxx Daddy's closet,0,,0,,2,daddy,closet,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6679572,01:51:19.572,m,thank you,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
6683958,01:51:23.958,m,you want up in the bed?,0,,0,,1,bed,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
6688004,01:51:28.4,m,should we get the window?,0,,0,,1,window,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,1,0,,,,,1,1,,
6689806,01:51:29.806,m,see what we see?,0,,0,,0,,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,0,0,,,,,0,2,,
6694328,01:51:34.328,m,oy xxx,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6696878,01:51:36.878,m,who do we see?,0,,0,,0,,,,,,1,we,,,,,,,0,1,motherandchild,,,,,,,0,0,,,,,0,2,,
6699802,01:51:39.802,m,do you see cars?,0,,0,,1,cars,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,1,1,,
6703576,01:51:43.576,m,do you see people?,0,,0,,1,people,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
6706806,01:51:46.806,m,do you see the hospital?,0,,0,,1,hospital,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
6710410,01:51:50.410,m,the bus,0,,0,,1,bus,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6711090,01:51:51.90,m,over there,0,,1,bus,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6711770,01:51:51.770,m,see the bus over there?,0,,0,,1,bus,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6715442,01:51:55.442,m,and the bus stop?,0,,0,,1,busstop,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
6717516,01:51:57.516,m,is that that bus stop where people wait?,0,,1,busstop,2,busstop,people,,,,1,that,,,,,,,0,1,busstop,,,,,,,1,1,,,,,3,0,,
6720780,01:52:00.780,m,do you see,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
6721494,01:52:01.494,m,taxies?,0,,0,,1,taxies,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6723602,01:52:03.602,m,do you see the taxi man?,0,,0,,2,taxi,man,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,2,1,,
6726662,01:52:06.662,m,what else do you see?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
6727546,01:52:07.546,m,you see,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
6727988,01:52:07.988,m,trees?,0,,0,,1,trees,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6730674,01:52:10.674,m,the trees are losing their leave,0,,0,,2,trees,leave,,,,1,their,,,,,,,1,0,treesleave,,,,,,,1,1,,,,,2,1,,
6732306,01:52:12.306,m,do you see that?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
6733156,01:52:13.156,m,almost all the leaves are off,0,,0,,1,leaves,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6736318,01:52:16.318,m,it went really fast,0,,0,,0,,,,,,1,it,,,,,,,0,1,leavescomingoff,,,,,,,0,0,,,,,0,1,,
6737738,01:52:17.738,m,do you see the windows?,0,,0,,1,windows,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
6739786,01:52:19.786,m,me too,0,,0,,0,,,,,,1,me,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,1,,
6742982,01:52:22.982,m,[gasp],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6743662,01:52:23.662,m,I see a big yellow truck,0,,0,,1,truck,,,,,1,i,,,,,,,0,1,mother,,,,,,,1,0,,,,,1,1,,
6745566,01:52:25.566,m,bye bye yellow truck,0,,0,,1,truck,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6749714,01:52:29.714,m,I see a school bus,0,,0,,1,schoolbus,,,,,1,i,,,,,,,0,1,mother,,,,,,,1,0,,,,,2,1,,
6753420,01:52:33.420,m,school bus,0,,0,,1,schoolbus,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
6756208,01:52:36.208,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6766034,01:52:46.34,m,bus,0,,0,,1,bus,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6768584,01:52:48.584,m,mmhm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6770658,01:52:50.658,m,oh there's a regular bus,0,,0,,1,bus,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,1,,
6771916,01:52:51.916,m,there's a city bus,0,,0,,1,citybus,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,1,,
6776200,01:52:56.200,m,mmhm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6779430,01:52:59.430,m,there you go,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
6782082,01:53:02.82,m,mmhm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6789698,01:53:09.698,m,mmhm the bus went by,0,,0,,1,bus,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6792520,01:53:12.520,m,it'll be another one,0,,0,,1,one,,,,,1,it,,,,,,,0,1,bus,,,,,,,1,1,,,,,1,1,,
6794050,01:53:14.50,m,what else do you see?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,2,,
6795070,01:53:15.70,m,do you see any bikes?,0,,0,,1,bikes,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
6796430,01:53:16.430,m,I don't see any bikes,0,,0,,1,bikes,,,,,1,i,,,,,,,0,1,mother,,,,,,,1,0,,,,,1,1,,
6797688,01:53:17.688,m,it's getting kinda cold,0,,0,,0,,,,,,1,it,,,,,,,0,1,weather,,,,,,,0,0,,,,,0,1,,
6798708,01:53:18.708,m,no one's riding their bike,0,,0,,1,bike,,,,,1,their,,,,,,,1,0,bikes,,,,,,,1,1,,,,,2,1,,
6804964,01:53:24.964,m,no bikes,0,,0,,1,bikes,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6808228,01:53:28.228,m,I see,0,,0,,0,,,,,,1,i,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,1,,
6809044,01:53:29.44,m,guys,0,,0,,1,guys,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6812954,01:53:32.954,m,no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6813192,01:53:33.192,m,there's no moon bug,0,,0,,2,moon,bug,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,1,,
6815810,01:53:35.810,m,Daddy's not out there either,0,,0,,1,daddy,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6817136,01:53:37.136,m,Daddy's at work,0,,0,,2,daddy,work,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,0,,
6820026,01:53:40.26,m,yeah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6822644,01:53:42.644,m,yeah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6823460,01:53:43.460,m,good job,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6826214,01:53:46.214,m,do you xxx do it again?,0,,0,,0,,,,,,2,you,it,,,,,,0,2,child,childfalling,,,,,,0,0,,,,,0,2,,
6828152,01:53:48.152,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6833762,01:53:53.762,m,do you want me to move?,0,,0,,0,,,,,,2,you,me,,,,,,0,2,child,mother,,,,,,0,0,,,,,0,2,,
6837468,01:53:57.468,m,I see you,0,,0,,0,,,,,,2,i,you,,,,,,0,2,mother,child,,,,,,0,0,,,,,0,2,,
6843384,01:54:03.384,m,hi,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6845662,01:54:05.662,m,don't,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6845798,01:54:05.798,m,don't fall on me,0,,0,,0,,,,,,1,me,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,1,,
6846818,01:54:06.818,m,no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6848484,01:54:08.484,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6851034,01:54:11.34,m,be gentle at Mommy,0,,0,,1,mommy,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6853482,01:54:13.482,m,gentle on your Mama,0,,0,,1,mama,,,,,1,your,,,,,,,1,0,mother,,,,,,,1,1,,,,,0,1,,
6856100,01:54:16.100,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6859908,01:54:19.908,m,ew,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6861064,01:54:21.64,m,ew,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6861642,01:54:21.642,m,ew,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6862152,01:54:22.152,m,ew,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6863750,01:54:23.750,m,you snotty,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
6865518,01:54:25.518,m,yes,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6866266,01:54:26.266,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6866640,01:54:26.640,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6887346,01:54:47.346,m,hi bae,0,,0,,1,bae,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6888944,01:54:48.944,m,oh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6889726,01:54:49.726,m,don't get me,0,,0,,0,,,,,,1,me,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,1,,
6890848,01:54:50.848,m,no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6892310,01:54:52.310,m,don't get me,0,,0,,0,,,,,,1,me,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,1,,
6894316,01:54:54.316,m,whooh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6894996,01:54:54.996,m,I squeezed you,0,,0,,0,,,,,,2,i,you,,,,,,0,2,mother,child,,,,,,0,0,,,,,0,2,,
6897308,01:54:57.308,m,gentle though Usher,0,,0,,1,usher,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6898158,01:54:58.158,m,gentle at Mommy's face,0,,0,,2,mommy,face,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6901796,01:55:01.796,m,oh don't,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6902442,01:55:02.442,m,don't,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6903054,01:55:03.54,m,I don't want that,0,,0,,0,,,,,,2,i,that,,,,,,0,2,mother,childonmotherstummy,,,,,,0,0,,,,,0,2,,
6903802,01:55:03.802,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6906148,01:55:06.148,m,ah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6907066,01:55:07.66,m,no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6907474,01:55:07.474,m,thank you,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
6908528,01:55:08.528,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6910432,01:55:10.432,m,I'm not Daddy,0,,0,,1,daddy,,,,,1,i,,,,,,,0,1,mother,,,,,,,1,0,,,,,1,1,,
6911418,01:55:11.418,m,I don't love that,0,,0,,0,,,,,,2,i,that,,,,,,0,2,mother,childonmotherstummy,,,,,,0,0,,,,,0,2,,
6914648,01:55:14.648,m,does Daddy let you do that?,0,,0,,1,daddy,,,,,2,you,that,,,,,,0,2,child,childonmotherstummy,,,,,,1,0,,,,,1,2,,
6917130,01:55:17.130,m,yeah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6917504,01:55:17.504,m,he's a goof,0,,0,,1,goof,,,,,1,he,,,,,,,0,1,father,,,,,,,1,1,,,,,1,1,,
6920428,01:55:20.428,m,hi,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6929676,01:55:29.676,m,ah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6930526,01:55:30.526,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6931172,01:55:31.172,m,you got me,0,,0,,0,,,,,,2,you,me,,,,,,0,2,child,mother,,,,,,0,0,,,,,0,2,,
6938312,01:55:38.312,m,gentle please,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6942086,01:55:42.86,m,knee?,0,,0,,1,knee,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6943038,01:55:43.38,m,xxx Mommy's knees?,0,,0,,2,mommy,knees,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6945112,01:55:45.112,m,ugh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6946030,01:55:46.30,m,ugh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6947900,01:55:47.900,m,I don't have the energy for this one today,0,,0,,2,energy,one,,,,2,i,this,,,,,,1,2,mother,childonmothersknees,,,,,,1,1,,,,,3,1,,
6953782,01:55:53.782,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6962826,01:56:02.826,m,more?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6964390,01:56:04.390,m,please,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6966498,01:56:06.498,m,ugh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6979452,01:56:19.452,m,knee,0,,0,,1,knee,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
6983498,01:56:23.498,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6984314,01:56:24.314,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6992202,01:56:32.202,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
6994106,01:56:34.106,m,you are falling,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
6996180,01:56:36.180,m,what happened?,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
6999036,01:56:39.36,m,xxx,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
7000600,01:56:40.600,m,xxx,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
7008046,01:56:48.46,m,mm,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
7045684,01:57:25.684,m,ah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
7046262,01:57:26.262,m,[laugh],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
7047350,01:57:27.350,m,oh it's okay,0,,0,,0,,,,,,1,it,,,,,,,0,1,babytoy,,,,,,,0,0,,,,,0,1,,
7048506,01:57:28.506,m,baby,0,,0,,1,baby,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
7049050,01:57:29.50,m,shh shh shh shh shh shh shh shh shh shh shh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
7052824,01:57:32.824,m,let's put the baby on the pillow,0,,0,,2,baby,pillow,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,2,1,,
7058740,01:57:38.740,m,do you want me to give you the baby?,0,,0,,1,baby,,,,,2,you,me,,,,,,0,2,child,mother,,,,,,1,0,,,,,1,3,,
7061460,01:57:41.460,m,you are gonna show the baby outside?,0,,0,,2,baby,outside,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,1,,
7063806,01:57:43.806,m,show the baby all the things you see outside,0,,0,,2,baby,things,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,2,1,,
7073054,01:57:53.54,m,silly bug,0,,0,,1,bug,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
7074992,01:57:54.992,m,ugh,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
7075570,01:57:55.570,m,hey,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
7076046,01:57:56.46,m,Usher,0,,0,,1,usher,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
7077032,01:57:57.32,m,don't throw the baby at Mommy,0,,0,,2,baby,mommy,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
7088422,01:58:08.422,m,Usher,0,,0,,1,usher,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
7089476,01:58:09.476,m,don't throw the baby at Mommy,0,,0,,2,baby,mommy,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
7090938,01:58:10.938,m,or let me put it away,0,,0,,0,,,,,,2,me,it,,,,,,0,2,mother,babytoy,,,,,,0,0,,,,,0,2,,
7095766,01:58:15.766,m,ah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
7097296,01:58:17.296,m,did you fall?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
7098860,01:58:18.860,m,yeah,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
7099608,01:58:19.608,m,you fell,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
7116064,01:58:36.64,m,if you throw this baby at me,0,,0,,1,baby,,,,,3,you,this,me,,,,,1,2,child,babytoy,mother,,,,,1,1,,,,,1,2,,
7117356,01:58:37.356,m,it's getting put away,0,,0,,0,,,,,,1,it,,,,,,,0,1,babytoy,,,,,,,0,0,,,,,0,1,,
7118376,01:58:38.376,m,do you understand?,0,,0,,0,,,,,,0,,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
7120484,01:58:40.484,m,do not throw the baby on Mommy,0,,0,,2,baby,mommy,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
7123918,01:58:43.918,m,you definitely gonna throw it right on me,0,,0,,0,,,,,,3,you,it,me,,,,,0,3,child,babytoy,mother,,,,,0,0,,,,,0,3,,
7125550,01:58:45.550,m,all done,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,1,,
7129426,01:58:49.426,m,no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
7129596,01:58:49.596,m,this baby is going away,0,,0,,1,baby,,,,,1,this,,,,,,,1,0,babytoy,,,,,,,1,1,,,,,1,0,,
7130786,01:58:50.786,m,for a little bit,0,,0,,1,bit,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
7132996,01:58:52.996,m,baby is going on two minute time out,0,,0,,3,baby,minute,timeout,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,3,0,,
7138844,01:58:58.844,m,no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
7141734,01:59:01.734,m,I don't think so,0,,0,,0,,,,,,1,i,,,,,,,0,1,mother,,,,,,,0,0,,,,,0,1,,
7142584,01:59:02.584,m,no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
7143230,01:59:03.230,m,you wouldn't listen,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
7145542,01:59:05.542,m,two minutes,0,,0,,1,minutes,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
7147990,01:59:07.990,m,do you wanna do on your own two minuet time out?,r,,0,,2,minuet,timeout,,,,2,you,your,,,,,,1,1,child,childstimeout,,,,,,1,1,,,,,2,2,,
7151220,01:59:11.220,m,okay,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
7151832,01:59:11.832,m,then you just wait,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
7154280,01:59:14.280,m,wait until the baby is ready to play again,0,,0,,1,baby,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
7162712,01:59:22.712,m,let me see your eyes bug,0,,0,,2,eyes,bug,,,,2,me,your,,,,,,1,1,mother,childseyes,,,,,,1,1,,,,,1,2,,
7169818,01:59:29.818,m,baby can't play right now,0,,0,,1,baby,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
7175054,01:59:35.54,m,it's sad,0,,0,,0,,,,,,1,it,,,,,,,0,1,babytoynotplaying,,,,,,,0,0,,,,,0,1,,
7200554,02:00:00.554,m,are you okay?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
7205212,02:00:05.212,m,did you hit yourself in the head?,0,,0,,1,head,,,,,1,you,,,,,,,0,1,child,,,,,,,1,0,,,,,1,2,,
7206946,02:00:06.946,m,now you feel sad?,0,,0,,0,,,,,,1,you,,,,,,,0,1,child,,,,,,,0,0,,,,,0,1,,
7210040,02:00:10.40,m,oh no,0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,0,0,,
7210924,02:00:10.924,m,that's sad,0,,0,,0,,,,,,1,that,,,,,,,0,1,childhittinghishead,,,,,,,0,0,,,,,0,1,,
7212284,02:00:12.284,m,baby's on time out,0,,0,,2,baby,timeout,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
7213338,02:00:13.338,m,for this one minute longer,0,,0,,1,minute,,,,,1,this,,,,,,,0,1,babytoy,,,,,,,1,0,,,,,1,0,,
7219152,02:00:19.152,m,[gasp],0,,0,,0,,,,,,0,,,,,,,,0,0,,,,,,,,0,0,,,,,1,0,,
